สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน
"ยังไม่เข้า","520004100640","B18555","แยกนนทบุรี-รัตนาธิเบศร์ (BG)","BG","BG6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004100650","B18562","ม.ชลดา(ศรีวารีน้อย)จุด2 (BS)","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004100651","B18563","ภูมิใจนิเวศน์ จุด 2 (BS)","BS","BS2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004100654","B18565","ทองหล่อ (BS)","BS","BS3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004100644","B18566","ชุมชนเปรมประชากร (BN)","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004100670","B18568","เลียบคลองสี่วาตากล่อม (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004100665","B18574","ชุมชนนาสร้าง (นครปฐม) (BG)","BG","BG3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004100641","B18575","พลีโน่ ชัยพฤกษ์ ถนน 2003 (BN)","BN","BN8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004100678","B18576","เขาขยาย -บ่อวิน(ชลบุรี) (REU)","REU","REU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004100699","B18577","ตลาดศรีฟ้า (RSU)","RSU","RSU2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004100681","B18579","ถนน 3013 ห้วยปราบ-บ่อวิน (ชลบุรี) (REU)","REU","REU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004100655","B18582","ชุมชนหนองขาม (NEU)","NEU","NEU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ตรงแผน","520004100700","B18584","ถนนเอเชียนาสาร - เวียงสระ (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 10:54:52","2024-07-02 11:40:07"
"ยังไม่เข้า","520004100685","B18585","ชุมชนพระบรมธาตุ (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004100686","B18586","ชุมชนวังแขม (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004100687","B18587","ชุมชนคลองพิไกร (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004100679","B18596","หนองยายบู่-ท่อน้ำ ซ.7 (ชลบุรี) (REU)","REU","REU2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004100635","B18597","จันทน์ 42 (BW)","BW","BW3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004100634","B18598","พุทธมณฑลสาย 2 ซอย 13 (BW)","BW","BW5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004100647","B18599","เพชรบุรี 13 (ท้ายซอย) (BW)","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004100668","B18601","บ้านพุพลับ (RSU)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004100671","B18602","เลียบคลองสี่วาพาสวัสดิ์ (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ยังไม่เข้า","520004100672","B18603","บ้านแพ้ว กม.13 (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004100661","B18609","คานหาม(อยุธยา) (RC)","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004100682","B18610","ชุมชนกองช้าง (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004100662","B18611","ตลาดตานิม(บางปะหัน) (RC)","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004100673","B18612","พันธุวงษ์-ดอนไก่ดี (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-31","",""
"ยังไม่เข้า","520004100633","B18613","พระยามนธาตุ แยก 14 (BW)","BW","BW6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004100656","B18614","ชุมชนบ้านแฮ่ เลย (NEU)","NEU","NEU3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004100658","B18619","บ้านท่าแดง(พิมาย) (NEL)","NEL","NEL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ตรงแผน","520004100688","B18620","บางระกำเมืองใหม่ (RN)","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-02 16:30:39","2024-07-02 17:29:28"
"ยังไม่เข้า","520004100689","B18621","ถนนไมตรีจิตร(วังทอง) (RN)","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ตรงแผน","520004100690","B18622","ชิดตองหยี่ (RN)","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 17:14:38","2024-07-02 18:09:30"
"ยังไม่เข้า","520004100669","B18623","หน้าประปาเมืองสระบุรี (RC)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004100693","B18625","วังหิน (นครศรีฯ) (RSL)","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ตรงแผน","520004100666","B18627","วงเวียนบ้านแหลม (RSU)","RSU","RSU5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-01 13:45:33","2024-07-01 14:55:38"
"ยังไม่เข้า","520004100691","B18632","ท่าสัก(อุตรดิตถ์) (RN)","RN","RN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004100701","B18633","ชุมชนพ่อขุนทะเล (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004100660","B18637","หนองวัวซออุดร (NEU)","NEU","NEU4SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004100653","B18638","สุขสวัสดิ์ 62 กลางซอย (BS)","BS","BS2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ตรงแผน","520004100645","B18640","ซ.คลองหก ตะวันตก 57 (BN)","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 09:57:23","2024-07-02 11:38:47"
"ยังไม่เข้า","520004100642","B18641","รอยัลพาร์ค (BN)","BN","BN8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004100674","B18643","อิ่มอัมพร 9 (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004100639","B18644","เจริญพัฒนา ซ.10 (ม.ประภาทรัพย์) (BE)","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004100675","B18647","พุทธสาคร ซอย 5 (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-31","",""
"ยังไม่เข้า","520004100698","B18648","กาญจนวนิช (ทุ่งลุง) (RSL)","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004100692","B18649","อ่าวนางแลนด์มาร์ค (RSL)","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-14","",""
"ยังไม่เข้า","520004100667","B18653","บ้านกุยเหนือ (RSU)","RSU","RSU4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004100683","B18658","ชุมชนหงาว(เชียงราย) (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ตรงแผน","520004100676","B18673","ตลาดตากล่อม (BW)","BW","BW9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","2024-07-03 04:03:29","2024-07-03 04:26:11"
"ยังไม่เข้า","520004100652","B18679","ด่านสำโรง 40 จุด 2 (BS)","BS","BS6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004104717","B18685","ซอยมหาชัย จุด 4 (บางนาตราด กม.10) (BS)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004100636","B18689","ม.ศรีปทุม (อาคาร 9 ชั้น) (BE)","BE","BE2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004100694","B18692","ตำบลพรหมโลก (RSL)","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","",""
"ยังไม่เข้า","520004100637","B18694","พหลโยธิน 45 (อาคารจิราภาส) (BE)","BE","BE1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004100677","B18698","PTTOR สว่างอารมณ์ (RC)","RC","RC2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004100684","B18699","ป่าแดด แม่สรวย (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004100659","B18701","ถนนสืบศิริ(ชลประทาน) (NEL)","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","",""
"ยังไม่เข้า","520004100657","B18705","ทุ่งธาตุ(โพนพิสัย) (NEU)","NEU","NEU5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004100638","B18736","ไอบิซ่า พระราม 9 (BE)","BE","BE3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ตรงแผน","520004100680","B18745","พัทยาสาย2 (HISO) (REL)","REL","REL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 18:37:11","2024-07-02 19:18:54"
"ยังไม่เข้า","520004102191","B18755","PTTOR สิรินธร (BG)","BG","BG1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004102212","B18774","กิ่งแก้ว 25/1 จุด 4 (BS)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004102265","B18784","ตลาดแม่จะเรา (RN)","RN","RN6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004102268","B18808","PTTOR ระโนด (RSL)","RSL","RSL5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004102213","B18813","บางนาตราด กม.24 (ซอยเก็บทรัพย์) (BS)","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004102210","B18814","กลางซอยอ่อนนุช 53 (BS)","BS","BS4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004102266","B18818","บ้านทวดทอง (RSL)","RSL","RSL11SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004102256","B18824","ศรีราชา-หนองค้อซ.25/2 (ชลบุรี) (REU)","REU","REU2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004102211","B18826","อินทามระ 1 (BN)","BN","BN1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004102204","B18827","รังสิตซิตี้ จุด 2 (BN)","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-07","",""
"ยังไม่เข้า","520004102205","B18828","เดอะริช ลำลูกกา คลอง 7 (BE)","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","",""
"ยังไม่เข้า","520004102253","B18829","นิคมสมุทรสาคร ซ.15 (สุขมา) (BW)","BW","BW8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004102254","B18830","เจษฎาวิถี ซอย 8 (มหาชัย) (BW)","BW","BW8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-14","",""
"ยังไม่เข้า","520004102249","B18837","โพกรวม(สิงห์บุรี) (RC)","RC","RC5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004102225","B18840","ชุมชนภูเวียง (NEU)","NEU","NEU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004102199","B18845","ม.ประภาวรรณ (ถนนบึงขวาง) (BE)","BE","BE7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004102245","B18846","เกาะสมอ(อ.ศรีมหาโพธิ์) (REU)","REU","REU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004102238","B18847","ชุมชนอนามัยมหาสวัสดิ์ (BG)","BG","BG4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004102214","B18848","กิ่งแก้ว 25/1 จุด 3 (BS)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004102215","B18850","ม.ออคิดวิลล่า (บางนาตราด กม.25) (BS)","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004102198","B18851","PTTOR วิภาวดีรังสิต 62 (BE)","BE","BE1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004102216","B18854","คลองด่าน ซอย 12 (BS)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004102217","B18855","ซอยเกรียงโกมล (เทพารักษ์ กม.21) (BS)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004102194","B18857","สุขุมวิท 16 (กลางซอย) (BS)","BS","BS3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004102195","B18859","กรุงธนบุรี 6 แยก 3 (BW)","BW","BW3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004102231","B18861","ชุมชนโคกมะลิ (RC)","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-05","",""
"ยังไม่เข้า","520004102193","B18862","ต่างระดับสวนเลียบกัลปพฤกษ์ (BW)","BW","BW4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004102189","B18863","คาซ่าเทียนทะเล 7 (BW)","BW","BW6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-25","",""
"ยังไม่เข้า","520004102255","B18864","ชุมชนหนองจอก(บ้านไร่) (RC)","RC","RC2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004102273","B18865","ตำบลบางสัก (RSL)","RSL","RSL10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004102200","B18866","ปากทางท่าอิฐ (แยกไทรม้า) (BG)","BG","BG6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004102206","B18868","เลียบคลองบางเดื่อ (BN)","BN","BN7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004102269","B18869","สหกรณ์ออมทรัพย์ครู (สงขลา) (RSL)","RSL","RSL5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ตรงแผน","520004102226","B18870","ชุมชนชุมแพ (NEU)","NEU","NEU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-01 13:52:34","2024-07-01 14:43:41"
"ยังไม่เข้า","520004102209","B18872","Life วัน-ไวร์เลส (BW)","BW","BW2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ยังไม่เข้า","520004102241","B18875","บ้านกุ่ม 2 (RSU)","RSU","RSU5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004102242","B18876","บ้านใหม่ เพชรบุรี (RSU)","RSU","RSU5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ตรงแผน","520004102271","B18877","หน้า รพ.สมเด็จพระยุพราชเวียงสระ (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 15:03:00","2024-07-02 15:50:42"
"ตรงแผน","520004102272","B18878","หน้าอำเภอเวียงสระ (RSU)","RSU","RSU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 12:29:51","2024-07-02 13:00:07"
"ยังไม่เข้า","520004102246","B18879","ตลาดกุยบุรี (RSU)","RSU","RSU4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004102203","B18880","ตลาดร่มไทรใหม่ (BW)","BW","BW5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ยังไม่เข้า","520004102262","B18881","เทศบาลบางมูลนาก (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004102264","B18882","ชุมชนปลักแรด (RN)","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004102207","B18883","คลอง 9 หนองเสือ (BN)","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004102218","B18884","คลองด่าน ซอย 14 (BS)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-21","",""
"ตรงแผน","520004102219","B18885","บางนาตราด กม.13 (BS)","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-03 01:23:05","2024-07-03 02:42:48"
"ยังไม่เข้า","520004102239","B18886","ถนนรถไฟตะวันตก ซอย 16 (BG)","BG","BG3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","",""
"ยังไม่เข้า","520004102251","B18887","ชุมชนบ้านหมาก(มวกเหล็ก) (RC)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004102274","B18888","บ้านนายายหม่อม (RSL)","RSL","RSL10SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004102260","B18889","ชุมชนสลกบาตร (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004102196","B18891","ตลาดสะพานคู่(พญาไม้) (BW)","BW","BW3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-18","",""
"ยังไม่เข้า","520004102190","B18892","เทียนทะเล 20 แยก 1 (BW)","BW","BW6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004102270","B18896","นิพัทธ์สงเคราะห์ 5 (หาดใหญ่) (RSL)","RSL","RSL5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004102243","B18897","ตลาดนัดทุ่งเคล็ด (RSU)","RSU","RSU5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004102261","B18900","นาบ่อคำ (RN)","RN","RN7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004102235","B18901","ร้านค้าสวัสดิการตำรวจภูธรจังหวัดลพบุรี (RC)","RC","RC9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004102224","B18902","โนนสุวรรณ (NEL)","NEL","NEL4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004102227","B18903","กระนวน-ท่าคันโท (NEU)","NEU","NEU1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004102250","B18906","ด่านช้างแคมป์ปิ้งเฮ้าส์ (RC)","RC","RC4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-29","",""
"ยังไม่เข้า","520004102197","B18907","สามวา ซอย 4 (BE)","BE","BE9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004102220","B18911","บางนา มาร์เก็ต (BS)","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004102252","B18914","Muaklek Market (RC)","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-16","",""
"ยังไม่เข้า","520004102247","B18920","ท่าราบ(วัดบางลี่) (RSU)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","",""
"ยังไม่เข้า","520004105042","B18921","ถนนเกาะหลัก (RSU)","RSU","RSU4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004102201","B18923","PTTOR ติวานนท์-ปากเกร็ด (BN)","BN","BN4","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004102208","B18925","PTTOR ถนนเอราวัณ 1 (BN)","BN","BN6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004102192","B18927","Ideo พระราม9-อโศก (BE)","BE","BE3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004102248","B18929","หน้าตลาดเทศบาลจอมบึง (RSU)","RSU","RSU6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004102230","B18931","ชุมชนหนองเป็ดน้ำ (NEL)","NEL","NEL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004104727","B18933","บ้านสามพร้าว 2 (NEU)","NEU","NEU4SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ตรงแผน","520004102228","B18934","ต.กุดหว้า(กุฉินารายณ์) (NEU)","NEU","NEU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-02 13:46:58","2024-07-02 16:08:36"
"ยังไม่เข้า","520004102258","B18936","บ้านดู่ ขาเข้า (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004102263","B18937","บ้านทราย เชียงคำ (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-22","",""
"ยังไม่เข้า","520004102259","B18938","ดอยลาน (RN)","RN","RN2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-27","",""
"ยังไม่เข้า","520004102236","B18939","PTTOR เลี่ยงเมือง (ลพบุรี) (RC)","RC","RC9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004102202","B18942","PTTOR บางขนุน (ถนนนครอินทร์) (BG)","BG","BG9","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
